parameter,scale,norm_grade,metric,filter_type,filter_value,base_n,norm_value
Aftertaste,5,Average 50%,T3B%,# of Product,2,232,
Aftertaste,5,Average 50%,TB%,# of Product,2,232,94.4
Aftertaste,5,Bottom 25%,MS,# of Product,2,116,3.64
Aftertaste,5,Bottom 25%,T2B%,# of Product,2,116,68.97
Aftertaste,5,Bottom 25%,T3B%,# of Product,2,116,
Aftertaste,5,Bottom 25%,TB%,# of Product,2,116,0.0
Aftertaste,5,Top 25%,MS,# of Product,2,116,5.0
Aftertaste,5,Top 25%,T2B%,# of Product,2,116,100.0
Aftertaste,5,Top 25%,T3B%,# of Product,2,116,
Aftertaste,5,Top 25%,TB%,# of Product,2,116,100.0
Aftertaste,5,Average 50%,MS,# of Product,3,451,4.39
Aftertaste,5,Average 50%,T2B%,# of Product,3,451,100.0
Aftertaste,5,Average 50%,T3B%,# of Product,3,451,
Aftertaste,5,Average 50%,TB%,# of Product,3,451,39.02
Aftertaste,5,Bottom 25%,MS,# of Product,3,225,2.72
Aftertaste,5,Bottom 25%,T2B%,# of Product,3,225,8.0
Aftertaste,5,Bottom 25%,T3B%,# of Product,3,225,
Aftertaste,5,Bottom 25%,TB%,# of Product,3,225,0.0
Aftertaste,5,Top 25%,MS,# of Product,3,225,4.78
Aftertaste,5,Top 25%,T2B%,# of Product,3,225,100.0
Aftertaste,5,Top 25%,T3B%,# of Product,3,225,
Aftertaste,5,Top 25%,TB%,# of Product,3,225,78.22
Aftertaste,5,Average 50%,MS,Category,Food,683,4.58
Aftertaste,5,Average 50%,T2B%,Category,Food,683,100.0
Aftertaste,5,Average 50%,T3B%,Category,Food,683,
Aftertaste,5,Average 50%,TB%,Category,Food,683,57.83
Aftertaste,5,Bottom 25%,MS,Category,Food,341,3.04
Aftertaste,5,Bottom 25%,T2B%,Category,Food,341,28.74
Aftertaste,5,Bottom 25%,T3B%,Category,Food,341,
Aftertaste,5,Bottom 25%,TB%,Category,Food,341,0.0
Aftertaste,5,Top 25%,MS,Category,Food,341,5.0
Aftertaste,5,Top 25%,T2B%,Category,Food,341,100.0
Aftertaste,5,Top 25%,T3B%,Category,Food,341,
Aftertaste,5,Top 25%,TB%,Category,Food,341,100.0
Aftertaste,5,Average 50%,MS,Detail Product,Brownies Crispy,149,4.83
Aftertaste,5,Average 50%,T2B%,Detail Product,Brownies Crispy,149,100.0
Aftertaste,5,Average 50%,T3B%,Detail Product,Brownies Crispy,149,
Aftertaste,5,Average 50%,TB%,Detail Product,Brownies Crispy,149,83.22
Aftertaste,5,Bottom 25%,MS,Detail Product,Brownies Crispy,74,3.66
Aftertaste,5,Bottom 25%,T2B%,Detail Product,Brownies Crispy,74,71.62
Aftertaste,5,Bottom 25%,T3B%,Detail Product,Brownies Crispy,74,
Aftertaste,5,Bottom 25%,TB%,Detail Product,Brownies Crispy,74,0.0
Aftertaste,5,Top 25%,MS,Detail Product,Brownies Crispy,74,5.0
Aftertaste,5,Top 25%,T2B%,Detail Product,Brownies Crispy,74,100.0
Aftertaste,5,Top 25%,T3B%,Detail Product,Brownies Crispy,74,
Aftertaste,5,Top 25%,TB%,Detail Product,Brownies Crispy,74,100.0
Aftertaste,5,Average 50%,MS,Detail Product,Cheese Sauce,225,4.12
Aftertaste,5,Average 50%,T2B%,Detail Product,Cheese Sauce,225,100.0
Aftertaste,5,Average 50%,T3B%,Detail Product,Cheese Sauce,225,
Aftertaste,5,Average 50%,TB%,Detail Product,Cheese Sauce,225,11.56
Aftertaste,5,Bottom 25%,MS,Detail Product,Cheese Sauce,112,2.48
Aftertaste,5,Bottom 25%,T2B%,Detail Product,Cheese Sauce,112,0.0
Aftertaste,5,Bottom 25%,T3B%,Detail Product,Cheese Sauce,112,
Aftertaste,5,Bottom 25%,TB%,Detail Product,Cheese Sauce,112,0.0
Aftertaste,5,Top 25%,MS,Detail Product,Cheese Sauce,112,4.23
Aftertaste,5,Top 25%,T2B%,Detail Product,Cheese Sauce,112,100.0
Aftertaste,5,Top 25%,T3B%,Detail Product,Cheese Sauce,112,
Aftertaste,5,Top 25%,TB%,Detail Product,Cheese Sauce,112,23.21
Aftertaste,5,Average 50%,MS,Detail Product,Instant Noodle,232,4.94
Aftertaste,5,Average 50%,T2B%,Detail Product,Instant Noodle,232,100.0
Aftertaste,5,Average 50%,T3B%,Detail Product,Instant Noodle,232,
Aftertaste,5,Average 50%,TB%,Detail Product,Instant Noodle,232,94.4
Aftertaste,5,Bottom 25%,MS,Detail Product,Instant Noodle,116,3.64
Aftertaste,5,Bottom 25%,T2B%,Detail Product,Instant Noodle,116,68.97
Aftertaste,5,Bottom 25%,T3B%,Detail Product,Instant Noodle,116,
Aftertaste,5,Bottom 25%,TB%,Detail Product,Instant Noodle,116,0.0
Aftertaste,5,Top 25%,MS,Detail Product,Instant Noodle,116,5.0
Aftertaste,5,Top 25%,T2B%,Detail Product,Instant Noodle,116,100.0
Aftertaste,5,Top 25%,T3B%,Detail Product,Instant Noodle,116,
Aftertaste,5,Top 25%,TB%,Detail Product,Instant Noodle,116,100.0
Aftertaste,5,Average 50%,MS,Detail Product,Rendang Seasoning,76,4.34
Aftertaste,5,Average 50%,T2B%,Detail Product,Rendang Seasoning,76,100.0
Aftertaste,5,Average 50%,T3B%,Detail Product,Rendang Seasoning,76,
Aftertaste,5,Average 50%,TB%,Detail Product,Rendang Seasoning,76,34.21
Aftertaste,5,Bottom 25%,MS,Detail Product,Rendang Seasoning,38,2.55
Aftertaste,5,Bottom 25%,T2B%,Detail Product,Rendang Seasoning,38,2.63
Aftertaste,5,Bottom 25%,T3B%,Detail Product,Rendang Seasoning,38,
Aftertaste,5,Bottom 25%,TB%,Detail Product,Rendang Seasoning,38,0.0
Aftertaste,5,Top 25%,MS,Detail Product,Rendang Seasoning,38,4.68
Aftertaste,5,Top 25%,T2B%,Detail Product,Rendang Seasoning,38,100.0
Aftertaste,5,Top 25%,T3B%,Detail Product,Rendang Seasoning,38,
Aftertaste,5,Top 25%,TB%,Detail Product,Rendang Seasoning,38,68.42
Aftertaste,5,Average 50%,MS,Methodology,CLT Pre-Recruit,458,4.81
Aftertaste,5,Average 50%,T2B%,Methodology,CLT Pre-Recruit,458,100.0
Aftertaste,5,Average 50%,T3B%,Methodology,CLT Pre-Recruit,458,
Aftertaste,5,Average 50%,TB%,Methodology,CLT Pre-Recruit,458,80.57
Aftertaste,5,Bottom 25%,MS,Methodology,CLT Pre-Recruit,229,3.47
Aftertaste,5,Bottom 25%,T2B%,Methodology,CLT Pre-Recruit,229,58.95
Aftertaste,5,Bottom 25%,T3B%,Methodology,CLT Pre-Recruit,229,
Aftertaste,5,Bottom 25%,TB%,Methodology,CLT Pre-Recruit,229,0.0
Aftertaste,5,Top 25%,MS,Methodology,CLT Pre-Recruit,229,5.0
Aftertaste,5,Top 25%,T2B%,Methodology,CLT Pre-Recruit,229,100.0
Aftertaste,5,Top 25%,T3B%,Methodology,CLT Pre-Recruit,229,
Aftertaste,5,Top 25%,TB%,Methodology,CLT Pre-Recruit,229,100.0
Aftertaste,5,Average 50%,MS,Methodology,HUT (Home Use Test),225,4.12
Aftertaste,5,Average 50%,T2B%,Methodology,HUT (Home Use Test),225,100.0
Aftertaste,5,Average 50%,T3B%,Methodology,HUT (Home Use Test),225,
Aftertaste,5,Average 50%,TB%,Methodology,HUT (Home Use Test),225,11.56
Aftertaste,5,Bottom 25%,MS,Methodology,HUT (Home Use Test),112,2.48
Aftertaste,5,Bottom 25%,T2B%,Methodology,HUT (Home Use Test),112,0.0
Aftertaste,5,Bottom 25%,T3B%,Methodology,HUT (Home Use Test),112,
Aftertaste,5,Bottom 25%,TB%,Methodology,HUT (Home Use Test),112,0.0
Aftertaste,5,Top 25%,MS,Methodology,HUT (Home Use Test),112,4.23
Aftertaste,5,Top 25%,T2B%,Methodology,HUT (Home Use Test),112,100.0
Aftertaste,5,Top 25%,T3B%,Methodology,HUT (Home Use Test),112,
Aftertaste,5,Top 25%,TB%,Methodology,HUT (Home Use Test),112,23.21
Aftertaste,5,Average 50%,MS,Sequence,Product 1,266,4.64
Aftertaste,5,Average 50%,T2B%,Sequence,Product 1,266,100.0
Aftertaste,5,Average 50%,T3B%,Sequence,Product 1,266,
Aftertaste,5,Average 50%,TB%,Sequence,Product 1,266,63.53
Aftertaste,5,Bottom 25%,MS,Sequence,Product 1,133,3.33
Aftertaste,5,Bottom 25%,T2B%,Sequence,Product 1,133,48.87
Aftertaste,5,Bottom 25%,T3B%,Sequence,Product 1,133,
Aftertaste,5,Bottom 25%,TB%,Sequence,Product 1,133,0.0
Aftertaste,5,Top 25%,MS,Sequence,Product 1,133,5.0
Aftertaste,5,Top 25%,T2B%,Sequence,Product 1,133,100.0
Aftertaste,5,Top 25%,T3B%,Sequence,Product 1,133,
Aftertaste,5,Top 25%,TB%,Sequence,Product 1,133,100.0
Aftertaste,5,Average 50%,MS,Sequence,Product 2,266,4.62
Aftertaste,5,Average 50%,T2B%,Sequence,Product 2,266,100.0
Aftertaste,5,Average 50%,T3B%,Sequence,Product 2,266,
Aftertaste,5,Average 50%,TB%,Sequence,Product 2,266,61.65
Aftertaste,5,Bottom 25%,MS,Sequence,Product 2,133,2.96
Aftertaste,5,Bottom 25%,T2B%,Sequence,Product 2,133,23.31
Aftertaste,5,Bottom 25%,T3B%,Sequence,Product 2,133,
Aftertaste,5,Bottom 25%,TB%,Sequence,Product 2,133,0.0
Aftertaste,5,Top 25%,MS,Sequence,Product 2,133,5.0
Aftertaste,5,Top 25%,T2B%,Sequence,Product 2,133,100.0
Aftertaste,5,Top 25%,T3B%,Sequence,Product 2,133,
Aftertaste,5,Top 25%,TB%,Sequence,Product 2,133,100.0
Aftertaste,5,Average 50%,MS,Sequence,Product 3,150,4.41
Aftertaste,5,Average 50%,T2B%,Sequence,Product 3,150,100.0
Aftertaste,5,Average 50%,T3B%,Sequence,Product 3,150,
Aftertaste,5,Average 50%,TB%,Sequence,Product 3,150,41.33
Aftertaste,5,Bottom 25%,MS,Sequence,Product 3,75,2.64
Aftertaste,5,Bottom 25%,T2B%,Sequence,Product 3,75,2.67
Aftertaste,5,Bottom 25%,T3B%,Sequence,Product 3,75,
Aftertaste,5,Bottom 25%,TB%,Sequence,Product 3,75,0.0
Aftertaste,5,Top 25%,MS,Sequence,Product 3,75,4.83
Aftertaste,5,Top 25%,T2B%,Sequence,Product 3,75,100.0
Aftertaste,5,Top 25%,T3B%,Sequence,Product 3,75,
Aftertaste,5,Top 25%,TB%,Sequence,Product 3,75,82.67
Aftertaste,5,Average 50%,MS,Sub-Category,Biscuit,149,4.83
Aftertaste,5,Average 50%,T2B%,Sub-Category,Biscuit,149,100.0
Aftertaste,5,Average 50%,T3B%,Sub-Category,Biscuit,149,
Aftertaste,5,Average 50%,TB%,Sub-Category,Biscuit,149,83.22
Aftertaste,5,Bottom 25%,MS,Sub-Category,Biscuit,74,3.66
Aftertaste,5,Bottom 25%,T2B%,Sub-Category,Biscuit,74,71.62
Aftertaste,5,Bottom 25%,T3B%,Sub-Category,Biscuit,74,
Aftertaste,5,Bottom 25%,TB%,Sub-Category,Biscuit,74,0.0
Aftertaste,5,Top 25%,MS,Sub-Category,Biscuit,74,5.0
Aftertaste,5,Top 25%,T2B%,Sub-Category,Biscuit,74,100.0
Aftertaste,5,Top 25%,T3B%,Sub-Category,Biscuit,74,
Aftertaste,5,Top 25%,TB%,Sub-Category,Biscuit,74,100.0
Aftertaste,5,Average 50%,MS,Sub-Category,Noodles,232,4.94
Aftertaste,5,Average 50%,T2B%,Sub-Category,Noodles,232,100.0
Aftertaste,5,Average 50%,T3B%,Sub-Category,Noodles,232,
Aftertaste,5,Average 50%,TB%,Sub-Category,Noodles,232,94.4
Aftertaste,5,Bottom 25%,MS,Sub-Category,Noodles,116,3.64
Aftertaste,5,Bottom 25%,T2B%,Sub-Category,Noodles,116,68.97
Aftertaste,5,Bottom 25%,T3B%,Sub-Category,Noodles,116,
Aftertaste,5,Bottom 25%,TB%,Sub-Category,Noodles,116,0.0
Aftertaste,5,Top 25%,MS,Sub-Category,Noodles,116,5.0
Aftertaste,5,Top 25%,T2B%,Sub-Category,Noodles,116,100.0
Aftertaste,5,Top 25%,T3B%,Sub-Category,Noodles,116,
Aftertaste,5,Top 25%,TB%,Sub-Category,Noodles,116,100.0
Aftertaste,5,Average 50%,MS,Sub-Category,Sauce,225,4.12
Aftertaste,5,Average 50%,T2B%,Sub-Category,Sauce,225,100.0
Aftertaste,5,Average 50%,T3B%,Sub-Category,Sauce,225,
Aftertaste,5,Average 50%,TB%,Sub-Category,Sauce,225,11.56
Aftertaste,5,Bottom 25%,MS,Sub-Category,Sauce,112,2.48
Aftertaste,5,Bottom 25%,T2B%,Sub-Category,Sauce,112,0.0
Aftertaste,5,Bottom 25%,T3B%,Sub-Category,Sauce,112,
Aftertaste,5,Bottom 25%,TB%,Sub-Category,Sauce,112,0.0
Aftertaste,5,Top 25%,MS,Sub-Category,Sauce,112,4.23
Aftertaste,5,Top 25%,T2B%,Sub-Category,Sauce,112,100.0
Aftertaste,5,Top 25%,T3B%,Sub-Category,Sauce,112,
Aftertaste,5,Top 25%,TB%,Sub-Category,Sauce,112,23.21
Aftertaste,5,Average 50%,MS,Sub-Category,Seasoning,76,4.34
Aftertaste,5,Average 50%,T2B%,Sub-Category,Seasoning,76,100.0
Aftertaste,5,Average 50%,T3B%,Sub-Category,Seasoning,76,
Aftertaste,5,Average 50%,TB%,Sub-Category,Seasoning,76,34.21
Aftertaste,5,Bottom 25%,MS,Sub-Category,Seasoning,38,2.55
Aftertaste,5,Bottom 25%,T2B%,Sub-Category,Seasoning,38,2.63
Aftertaste,5,Bottom 25%,T3B%,Sub-Category,Seasoning,38,
Aftertaste,5,Bottom 25%,TB%,Sub-Category,Seasoning,38,0.0
Aftertaste,5,Top 25%,MS,Sub-Category,Seasoning,38,4.68
Aftertaste,5,Top 25%,T2B%,Sub-Category,Seasoning,38,100.0
Aftertaste,5,Top 25%,T3B%,Sub-Category,Seasoning,38,
Aftertaste,5,Top 25%,TB%,Sub-Category,Seasoning,38,68.42
Aftertaste,5,Average 50%,MS,Sub-Method,Sequential Monadic,683,4.58
Aftertaste,5,Average 50%,T2B%,Sub-Method,Sequential Monadic,683,100.0
Aftertaste,5,Average 50%,T3B%,Sub-Method,Sequential Monadic,683,
Aftertaste,5,Average 50%,TB%,Sub-Method,Sequential Monadic,683,57.83
Aftertaste,5,Bottom 25%,MS,Sub-Method,Sequential Monadic,341,3.04
Aftertaste,5,Bottom 25%,T2B%,Sub-Method,Sequential Monadic,341,28.74
Aftertaste,5,Bottom 25%,T3B%,Sub-Method,Sequential Monadic,341,
Aftertaste,5,Bottom 25%,TB%,Sub-Method,Sequential Monadic,341,0.0
Aftertaste,5,Top 25%,MS,Sub-Method,Sequential Monadic,341,5.0
Aftertaste,5,Top 25%,T2B%,Sub-Method,Sequential Monadic,341,100.0
Aftertaste,5,Top 25%,T3B%,Sub-Method,Sequential Monadic,341,
Aftertaste,5,Top 25%,TB%,Sub-Method,Sequential Monadic,341,100.0
Aftertaste,5,Average 50%,MS,Test Type,Blind,683,4.58
Aftertaste,5,Average 50%,T2B%,Test Type,Blind,683,100.0
Aftertaste,5,Average 50%,T3B%,Test Type,Blind,683,
Aftertaste,5,Average 50%,TB%,Test Type,Blind,683,57.83
Aftertaste,5,Bottom 25%,MS,Test Type,Blind,341,3.04
Aftertaste,5,Bottom 25%,T2B%,Test Type,Blind,341,28.74
Aftertaste,5,Bottom 25%,T3B%,Test Type,Blind,341,
Aftertaste,5,Bottom 25%,TB%,Test Type,Blind,341,0.0
Aftertaste,5,Top 25%,MS,Test Type,Blind,341,5.0
Aftertaste,5,Top 25%,T2B%,Test Type,Blind,341,100.0
Aftertaste,5,Top 25%,T3B%,Test Type,Blind,341,
Aftertaste,5,Top 25%,TB%,Test Type,Blind,341,100.0
Aftertaste,5,Average 50%,MS,Total,Total,683,4.58
Aftertaste,5,Average 50%,T2B%,Total,Total,683,100.0
Aftertaste,5,Average 50%,T3B%,Total,Total,683,
Aftertaste,5,Average 50%,TB%,Total,Total,683,57.83
Aftertaste,5,Bottom 25%,MS,Total,Total,341,3.04
Aftertaste,5,Bottom 25%,T2B%,Total,Total,341,28.74
Aftertaste,5,Bottom 25%,T3B%,Total,Total,341,
Aftertaste,5,Bottom 25%,TB%,Total,Total,341,0.0
Aftertaste,5,Top 25%,MS,Total,Total,341,5.0
Aftertaste,5,Top 25%,T2B%,Total,Total,341,100.0
Aftertaste,5,Top 25%,T3B%,Total,Total,341,
Aftertaste,5,Top 25%,TB%,Total,Total,341,100.0
Aftertaste,5,Average 50%,MS,Type of Study,Product Test,683,4.58
Aftertaste,5,Average 50%,T2B%,Type of Study,Product Test,683,100.0
Aftertaste,5,Average 50%,T3B%,Type of Study,Product Test,683,
Aftertaste,5,Average 50%,TB%,Type of Study,Product Test,683,57.83
Aftertaste,5,Bottom 25%,MS,Type of Study,Product Test,341,3.04
Aftertaste,5,Bottom 25%,T2B%,Type of Study,Product Test,341,28.74
Aftertaste,5,Bottom 25%,T3B%,Type of Study,Product Test,341,
Aftertaste,5,Bottom 25%,TB%,Type of Study,Product Test,341,0.0
Aftertaste,5,Top 25%,MS,Type of Study,Product Test,341,5.0
Aftertaste,5,Top 25%,T2B%,Type of Study,Product Test,341,100.0
Aftertaste,5,Top 25%,T3B%,Type of Study,Product Test,341,
Aftertaste,5,Top 25%,TB%,Type of Study,Product Test,341,100.0
Aftertaste,7,Average 50%,MS,# of Product,1,60,6.53
Aftertaste,7,Average 50%,T2B%,# of Product,1,60,100.0
Aftertaste,7,Average 50%,T3B%,# of Product,1,60,100.0
Aftertaste,7,Average 50%,TB%,# of Product,1,60,53.33
Aftertaste,7,Bottom 25%,MS,# of Product,1,30,4.07
Aftertaste,7,Bottom 25%,T2B%,# of Product,1,30,0.0
Aftertaste,7,Bottom 25%,T3B%,# of Product,1,30,43.33
Aftertaste,7,Bottom 25%,TB%,# of Product,1,30,0.0
Aftertaste,7,Top 25%,MS,# of Product,1,30,7.0
Aftertaste,7,Top 25%,T2B%,# of Product,1,30,100.0
Aftertaste,7,Top 25%,T3B%,# of Product,1,30,100.0
Aftertaste,7,Top 25%,TB%,# of Product,1,30,100.0
Aftertaste,7,Average 50%,MS,# of Product,2,440,6.62
Aftertaste,7,Average 50%,T2B%,# of Product,2,440,100.0
Aftertaste,7,Average 50%,T3B%,# of Product,2,440,100.0
Aftertaste,7,Average 50%,TB%,# of Product,2,440,61.59
Aftertaste,7,Bottom 25%,MS,# of Product,2,220,5.04
Aftertaste,7,Bottom 25%,T2B%,# of Product,2,220,42.73
Aftertaste,7,Bottom 25%,T3B%,# of Product,2,220,76.82
Aftertaste,7,Bottom 25%,TB%,# of Product,2,220,0.0
Aftertaste,7,Top 25%,MS,# of Product,2,220,7.0
Aftertaste,7,Top 25%,T2B%,# of Product,2,220,100.0
Aftertaste,7,Top 25%,T3B%,# of Product,2,220,100.0
Aftertaste,7,Top 25%,TB%,# of Product,2,220,100.0
Aftertaste,7,Average 50%,MS,# of Product,3,267,6.49
Aftertaste,7,Average 50%,T2B%,# of Product,3,267,100.0
Aftertaste,7,Average 50%,T3B%,# of Product,3,267,100.0
Aftertaste,7,Average 50%,TB%,# of Product,3,267,49.06
Aftertaste,7,Bottom 25%,MS,# of Product,3,133,4.18
Aftertaste,7,Bottom 25%,T2B%,# of Product,3,133,0.0
Aftertaste,7,Bottom 25%,T3B%,# of Product,3,133,47.37
Aftertaste,7,Bottom 25%,TB%,# of Product,3,133,0.0
Aftertaste,7,Top 25%,MS,# of Product,3,133,6.98
Aftertaste,7,Top 25%,T2B%,# of Product,3,133,100.0
Aftertaste,7,Top 25%,T3B%,# of Product,3,133,100.0
Aftertaste,7,Top 25%,TB%,# of Product,3,133,98.5
Aftertaste,7,Average 50%,MS,# of Product,4,300,6.58
Aftertaste,7,Average 50%,T2B%,# of Product,4,300,100.0
Aftertaste,7,Average 50%,T3B%,# of Product,4,300,100.0
Aftertaste,7,Average 50%,TB%,# of Product,4,300,58.0
Aftertaste,7,Bottom 25%,MS,# of Product,4,150,4.91
Aftertaste,7,Bottom 25%,T2B%,# of Product,4,150,35.33
Aftertaste,7,Bottom 25%,T3B%,# of Product,4,150,70.0
Aftertaste,7,Bottom 25%,TB%,# of Product,4,150,0.0
Aftertaste,7,Top 25%,MS,# of Product,4,150,7.0
Aftertaste,7,Top 25%,T2B%,# of Product,4,150,100.0
Aftertaste,7,Top 25%,T3B%,# of Product,4,150,100.0
Aftertaste,7,Top 25%,TB%,# of Product,4,150,100.0
Aftertaste,7,Average 50%,MS,Category,Beverages,480,6.51
Aftertaste,7,Average 50%,T2B%,Category,Beverages,480,100.0
Aftertaste,7,Average 50%,T3B%,Category,Beverages,480,100.0
Aftertaste,7,Average 50%,TB%,Category,Beverages,480,50.62
Aftertaste,7,Bottom 25%,MS,Category,Beverages,240,4.62
Aftertaste,7,Bottom 25%,T2B%,Category,Beverages,240,25.42
Aftertaste,7,Bottom 25%,T3B%,Category,Beverages,240,62.92
Aftertaste,7,Bottom 25%,TB%,Category,Beverages,240,0.0
Aftertaste,7,Top 25%,MS,Category,Beverages,240,7.0
Aftertaste,7,Top 25%,T2B%,Category,Beverages,240,100.0
Aftertaste,7,Top 25%,T3B%,Category,Beverages,240,100.0
Aftertaste,7,Top 25%,TB%,Category,Beverages,240,100.0
Aftertaste,7,Average 50%,MS,Category,Confectionary,267,6.49
Aftertaste,7,Average 50%,T2B%,Category,Confectionary,267,100.0
Aftertaste,7,Average 50%,T3B%,Category,Confectionary,267,100.0
Aftertaste,7,Average 50%,TB%,Category,Confectionary,267,49.06
Aftertaste,7,Bottom 25%,MS,Category,Confectionary,133,4.18
Aftertaste,7,Bottom 25%,T2B%,Category,Confectionary,133,0.0
Aftertaste,7,Bottom 25%,T3B%,Category,Confectionary,133,47.37
Aftertaste,7,Bottom 25%,TB%,Category,Confectionary,133,0.0
Aftertaste,7,Top 25%,MS,Category,Confectionary,133,6.98
Aftertaste,7,Top 25%,T2B%,Category,Confectionary,133,100.0
Aftertaste,7,Top 25%,T3B%,Category,Confectionary,133,100.0
Aftertaste,7,Top 25%,TB%,Category,Confectionary,133,98.5
Aftertaste,7,Average 50%,MS,Category,Food,500,6.56
Aftertaste,7,Average 50%,T2B%,Category,Food,500,100.0
Aftertaste,7,Average 50%,T3B%,Category,Food,500,100.0
Aftertaste,7,Average 50%,TB%,Category,Food,500,56.2
Aftertaste,7,Bottom 25%,MS,Category,Food,250,4.89
Aftertaste,7,Bottom 25%,T2B%,Category,Food,250,34.0
Aftertaste,7,Bottom 25%,T3B%,Category,Food,250,71.6
Aftertaste,7,Bottom 25%,TB%,Category,Food,250,0.0
Aftertaste,7,Top 25%,MS,Category,Food,250,7.0
Aftertaste,7,Top 25%,T2B%,Category,Food,250,100.0
Aftertaste,7,Top 25%,T3B%,Category,Food,250,100.0
Aftertaste,7,Top 25%,TB%,Category,Food,250,100.0
Aftertaste,7,Average 50%,MS,Detail Product,2in1 R&G Coffee,120,6.58
Aftertaste,7,Average 50%,T2B%,Detail Product,2in1 R&G Coffee,120,100.0
Aftertaste,7,Average 50%,T3B%,Detail Product,2in1 R&G Coffee,120,100.0
Aftertaste,7,Average 50%,TB%,Detail Product,2in1 R&G Coffee,120,57.5
Aftertaste,7,Bottom 25%,MS,Detail Product,2in1 R&G Coffee,60,4.85
Aftertaste,7,Bottom 25%,T2B%,Detail Product,2in1 R&G Coffee,60,36.67
Aftertaste,7,Bottom 25%,T3B%,Detail Product,2in1 R&G Coffee,60,68.33
Aftertaste,7,Bottom 25%,TB%,Detail Product,2in1 R&G Coffee,60,0.0
Aftertaste,7,Top 25%,MS,Detail Product,2in1 R&G Coffee,60,7.0
Aftertaste,7,Top 25%,T2B%,Detail Product,2in1 R&G Coffee,60,100.0
Aftertaste,7,Top 25%,T3B%,Detail Product,2in1 R&G Coffee,60,100.0
Aftertaste,7,Top 25%,TB%,Detail Product,2in1 R&G Coffee,60,100.0
Aftertaste,7,Average 50%,MS,Detail Product,3in1 R&G Coffee,120,6.79
Aftertaste,7,Average 50%,T2B%,Detail Product,3in1 R&G Coffee,120,100.0
Aftertaste,7,Average 50%,T3B%,Detail Product,3in1 R&G Coffee,120,100.0
Aftertaste,7,Average 50%,TB%,Detail Product,3in1 R&G Coffee,120,79.17
Aftertaste,7,Bottom 25%,MS,Detail Product,3in1 R&G Coffee,60,5.52
Aftertaste,7,Bottom 25%,T2B%,Detail Product,3in1 R&G Coffee,60,66.67
Aftertaste,7,Bottom 25%,T3B%,Detail Product,3in1 R&G Coffee,60,90.0
Aftertaste,7,Bottom 25%,TB%,Detail Product,3in1 R&G Coffee,60,0.0
Aftertaste,7,Top 25%,MS,Detail Product,3in1 R&G Coffee,60,7.0
Aftertaste,7,Top 25%,T2B%,Detail Product,3in1 R&G Coffee,60,100.0
Aftertaste,7,Top 25%,T3B%,Detail Product,3in1 R&G Coffee,60,100.0
Aftertaste,7,Top 25%,TB%,Detail Product,3in1 R&G Coffee,60,100.0
Aftertaste,7,Average 50%,MS,Detail Product,Biscuits with Filling,300,6.58
Aftertaste,7,Average 50%,T2B%,Detail Product,Biscuits with Filling,300,100.0
Aftertaste,7,Average 50%,T3B%,Detail Product,Biscuits with Filling,300,100.0
Aftertaste,7,Average 50%,TB%,Detail Product,Biscuits with Filling,300,58.0
Aftertaste,7,Bottom 25%,MS,Detail Product,Biscuits with Filling,150,4.91
Aftertaste,7,Bottom 25%,T2B%,Detail Product,Biscuits with Filling,150,35.33
Aftertaste,7,Bottom 25%,T3B%,Detail Product,Biscuits with Filling,150,70.0
Aftertaste,7,Bottom 25%,TB%,Detail Product,Biscuits with Filling,150,0.0
Aftertaste,7,Top 25%,MS,Detail Product,Biscuits with Filling,150,7.0
Aftertaste,7,Top 25%,T2B%,Detail Product,Biscuits with Filling,150,100.0
Aftertaste,7,Top 25%,T3B%,Detail Product,Biscuits with Filling,150,100.0
Aftertaste,7,Top 25%,TB%,Detail Product,Biscuits with Filling,150,100.0
Aftertaste,7,Average 50%,MS,Detail Product,Coffee Candy,267,6.49
Aftertaste,7,Average 50%,T2B%,Detail Product,Coffee Candy,267,100.0
Aftertaste,7,Average 50%,T3B%,Detail Product,Coffee Candy,267,100.0
Aftertaste,7,Average 50%,TB%,Detail Product,Coffee Candy,267,49.06
Aftertaste,7,Bottom 25%,MS,Detail Product,Coffee Candy,133,4.18
Aftertaste,7,Bottom 25%,T2B%,Detail Product,Coffee Candy,133,0.0
Aftertaste,7,Bottom 25%,T3B%,Detail Product,Coffee Candy,133,47.37
Aftertaste,7,Bottom 25%,TB%,Detail Product,Coffee Candy,133,0.0
Aftertaste,7,Top 25%,MS,Detail Product,Coffee Candy,133,6.98
Aftertaste,7,Top 25%,T2B%,Detail Product,Coffee Candy,133,100.0
Aftertaste,7,Top 25%,T3B%,Detail Product,Coffee Candy,133,100.0
Aftertaste,7,Top 25%,TB%,Detail Product,Coffee Candy,133,98.5
Aftertaste,7,Average 50%,MS,Detail Product,Coffee Instant,60,6.53
Aftertaste,7,Average 50%,T2B%,Detail Product,Coffee Instant,60,100.0
Aftertaste,7,Average 50%,T3B%,Detail Product,Coffee Instant,60,100.0
Aftertaste,7,Average 50%,TB%,Detail Product,Coffee Instant,60,53.33
Aftertaste,7,Bottom 25%,MS,Detail Product,Coffee Instant,30,4.07
Aftertaste,7,Bottom 25%,T2B%,Detail Product,Coffee Instant,30,0.0
Aftertaste,7,Bottom 25%,T3B%,Detail Product,Coffee Instant,30,43.33
Aftertaste,7,Bottom 25%,TB%,Detail Product,Coffee Instant,30,0.0
